cuisines,count
"Italian, Dutch, European, Spanish, Asian, Sri Lankan",2
"Italian, Steakhouse, Seafood, Mediterranean, Barbecue, Tuscan, Central-Italian",2
"French, Belgian, Cafe, European, Asian, Deli",2
"Italian, Pizza, International, Turkish, Pub",2
"Greek, Fast food, Mediterranean, Barbecue, European",2
"German, Contemporary, Central European, European",2
"Italian, American, Pizza, Fast food, British",2
"Contemporary, Diner, Dutch, Seafood, European, International",2
"Asian, Polynesian, Cajun & Creole",2
"Grill, Bar, Cafe, Turkish, Pub",2
"Bar, Cafe, Mediterranean, Greek, Pub, Wine Bar",2
"Italian, German, Spanish, Turkish, Russian",2
"Fast food, German, Grill",2
"Cafe, Spanish, Thai",2
"Japanese, Sushi, Grill, Japanese Fusion",2
"Spanish, Middle Eastern, Persian",2
"International, Greek, Italian, European, Central European",2
"French, Dutch, European, Central-Italian",2
"Austrian, European, Italian, International, Mediterranean, Central European",2
"Steakhouse, Barbecue, Spanish, Mediterranean, European, Grill",2
"Polish, European, Grill, Eastern European",2
"Belgian, Dutch, International, European, Diner, Central-Italian",2
"American, Cafe, Healthy, Costa Rican",2
"German, Contemporary, Fusion",2
"European, French, Brew Pub, Cafe, Pub, Healthy",2
"Middle Eastern, Pakistani, Afghani, Kaiseki",2
"French, Bar, Barbecue, Thai, Pub",2
"French, Wine Bar, European, Fusion",2
"Seafood, Grill, British",2
"Mediterranean, Barbecue, International",2
"German, European, Central European, Austrian, Bar, Barbecue, Diner",2
"Pizza, Fast food, European, Turkish, Street Food, Hungarian",2
"Italian, American, Polish, Pizza, Fast food, European",2
"Dutch, Seafood, European, Soups, International",2
"Italian, Brew Pub, International",2
"Healthy, German, Cafe, International, Soups",2
"Healthy, Spanish, Mediterranean",2
"Pub, Dutch, European, Beer restaurants",2
"Italian, Steakhouse, Mediterranean, Barbecue, European, Pub",2
"Barbecue, Pub, Gastropub, Greek",2
"International, Contemporary, German, European, Diner",2
"Italian, German, Pizza, Cafe, Fast food",2
"French, Spanish, Italian",2
"Mediterranean, Northern-Italian, Southern-Italian",2
"Italian, Pizza, Street Food, French",2
"Moroccan, Mediterranean, European, Hungarian",2
"French, Healthy, Brew Pub, Fusion",2
"Caribbean, Street Food, Italian, Barbecue, South American",2
"Dutch, Cafe, European, Grill, Pub",2
"Dutch, European, German, Barbecue, Pub, Diner",2
"Brew Pub, Barbecue, Pub, Wine Bar",2
"Bar, British, Greek, Pub",2
"Fast food, Austrian",2
"American, Seafood, Fast food",2
"Mediterranean, Seafood, Spanish, Grill",2
"Dining bars, French, European, Seafood, Mediterranean",2
"Healthy, American, Fast food",2
"European, Irish, Bar, Pub, Gastropub",2
"French, German, Mediterranean, European",2
"Asian, Indian, Bar, Pub",2
"Brazilian, Cafe, Street Food, South American",2
"Seafood, Grill, Diner, Turkish",2
"French, Lebanese, African, Asian, Central Asian, Mediterranean",2
"Italian, Contemporary, Fusion, European",2
"German, Seafood, Mediterranean, Deli, Grill, Healthy",2
"German, Seafood, Healthy, Gastropub",2
"French, Seafood, Mediterranean, Healthy, Polynesian",2
"Italian, German, Mediterranean, Grill",2
"Italian, Steakhouse, Pub, Gastropub",2
"Wine Bar, French, Pizza",2
"French, Bar, Cafe, Deli, Pub, Diner",2
"French, Cafe, Bar, Barbecue, Pub, Beer restaurants",2
"Austrian, European, American, International",2
"Korean, Street Food, Bar, Barbecue, Asian",2
"European, Central European, Pizza, International",2
"Irish, Cafe, European, Bar",2
"French, Fast food, Wine Bar, Catalan",2
"Italian, Bar, Cafe, French",2
"French, Bar, Pizza, Seafood, Barbecue, Pub",2
"Cafe, European, Greek, Wine Bar",2
"German, Cafe, Turkish, Healthy",2
"Italian, Neapolitan, Campania, Southern-Italian, Mediterranean, Barbecue",2
"Dutch, International, European, Deli, Contemporary",2
"Italian, French, Japanese, Moroccan, Mediterranean",2
"French, American, Dutch, International, European",2
"European, International, Grill, Central European",2
"Italian, Pizza, Seafood, Mediterranean, European, Central European, Dutch",2
"Italian, European, Steakhouse, Pizza, Mediterranean, Diner",2
"Cafe, Brazilian, European, Portuguese, South American",2
"American, Indian, Fast food, Barbecue, Middle Eastern, Pakistani",2
"French, Grill, Steakhouse, Bar, Pub",2
"Italian, Mediterranean, Cafe, Wine Bar, Southern-Italian",2
"French, Mediterranean, Contemporary, Diner",2
"Japanese, Asian, Thai, Fusion, Korean",2
"Italian, Mexican, Pizza, Mediterranean, European",2
"Sushi, Asian, Thai, Vietnamese, Street Food",2
"French, Contemporary, Catalan",2
"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian, Gastropub",2
"French, Italian, Pizza, Fast food, Diner",2
"International, Brazilian, Austrian, European, Wine Bar",2
"Italian, German, Diner, Croatian, Pizza, European",2
"Seafood, European, Sushi, Fusion",2
"American, Canadian, Steakhouse",2
"Italian, Tuscan, Central-Italian, Grill",2
"German, European, Swiss",2
"Brew Pub, Polish, Bar, European, Pub, Gastropub",2
"Croatian, European, Soups",2
"Seafood, European, Street Food",2
"French, Mexican, Central American, South American",2
"French, Cafe, European, Deli, Middle Eastern",2
"Pizza, International, Gastropub",2
"Austrian, Diner, Steakhouse, Bar, Pub",2
"Polish, Mediterranean, European, Spanish",2
"International, Vietnamese, Chinese, Asian",2
"International, Healthy, Middle Eastern, Uzbek",2
"French, Bar, Cafe, Diner, Wine Bar",2
"Greek, Street Food, Cafe, Fast food, Mediterranean",2
"Italian, Seafood, Mediterranean, Contemporary, Romana, Lazio, Central-Italian",2
"Deli, Pub, Gastropub, French, Seafood, Spanish",2
"Cafe, Fast food, International, Fusion",2
"French, Bar, Diner, Gastropub",2
"British, Australian, Cafe",2
"Indian, Bar, Thai, Pub, Vietnamese, Diner",2
"French, American, Pub, Bar",2
"Austrian, Mediterranean, European, Pizza",2
"Asian, Healthy, Street Food, Caribbean, Thai, Malaysian, Cambodian",2
"Italian, French, Dutch, Seafood, European, Spanish",2
"Seafood, Mediterranean, Greek, Central European, Steakhouse, Bar, European, Pub, Diner",2
"Chinese, Indian, Mediterranean, Asian, Thai",2
"French, Steakhouse, Barbecue, European, Healthy, Grill",2
"Mediterranean, European, Street Food, French",2
"French, European, Dining bars, Healthy",2
"German, Bar, Mediterranean, European, Pub, Street Food",2
"Chinese, Asian, Vietnamese, Cambodian, Thai",2
"Mexican, American, Steakhouse, Spanish",2
"American, Irish, European, British",2
"Japanese, Sushi, Asian, Fusion, Peruvian",2
"German, Wine Bar, European, Healthy, Central European",2
"Japanese, Sushi, Vietnamese, Japanese Fusion",2
"Mexican, Latin, Fast food, South American",2
"Italian, American, Australian",2
"Street Food, Spanish",2
"European, Wine Bar, Gastropub",2
"Italian, French, Dutch, European, Arabic",2
"German, Brew Pub, Diner, Bar, European, Central European",2
"European, French, International, Contemporary",2
"French, Bar, Pizza, Pub, Soups, Dining bars",2
"Bar, Barbecue, Turkish, Pub, Dining bars",2
"Mediterranean, Barbecue, European, Portuguese, International",2
"Grill, Austrian, Cafe, European, Diner",2
"Italian, Pizza, Lombard, Northern-Italian, International",2
"French, Brew Pub, Bar, Fast food, Wine Bar",2
"German, Austrian, Central European, Contemporary",2
"Latin, Healthy, Argentinian",2
"Korean, Grill, Seafood",2
"Fast food, Asian, Diner",2
"French, Contemporary, Brew Pub, European",2
"International, Street Food, French, Fast food, European, Deli",2
"French, Belgian, European, Beer restaurants",2
"French, Bar, Barbecue, Pub, Wine Bar, Gastropub",2
"Barbecue, Grill, Pub, Wine Bar, Gastropub",2
"Italian, French, Japanese, European",2
"German, Fast food, Asian, Taiwanese",2
"Italian, Pizza, Brew Pub, Wine Bar",2
"German, International, European, Bar, Cafe, Pub",2
"Lebanese, Fast food, Mediterranean, Deli, Middle Eastern",2
"Sushi, Dining bars",2
"Austrian, Asian, Korean, European",2
"Grill, Steakhouse, French, American",2
"Pizza, Cafe, Austrian, European",2
"American, Irish, Pub, German",2
"Chinese, Thai, Japanese, Asian",2
"European, Cafe, Scandinavian, Danish",2
"International, Diner, Wine Bar, Cafe, Fusion",2
"French, European, Spanish, Catalan, Grill",2
"Fast food, Belgian, Brew Pub, European, Pub",2
"German, Pizza, Arabic",2
"Sushi, European, Diner, Czech",2
"American, Fast food, Grill, Diner, Dining bars",2
"Italian, French, Brew Pub, Bar, Pub",2
"Japanese, Cafe, Fast food",2
"Austrian, European, German, Bar, Pub",2
"Mediterranean, Spanish, Steakhouse, International",2
"Asian, Taiwanese, International",2
"Greek, Steakhouse, Cafe",2
"American, Deli, Healthy, Street Food",2
"French, Chinese, Japanese, Thai, Asian",2
"Italian, Mediterranean, Street Food, Diner",2
"German, European, Central European, Bar, International, Pub",2
"Japanese, Chinese, Vietnamese",2
"International, Wine Bar, Austrian, European",2
"Cafe, Healthy, Israeli, Middle Eastern",2
"French, Seafood, Mediterranean, Gastropub",2
"French, Belgian, Mediterranean, European, Northern-Italian",2
"Pizza, Cafe, Deli, Pub, Healthy, Gastropub",2
"Moroccan, Middle Eastern, Arabic, French, Mediterranean",2
"American, Dutch, Fast food, European, Deli, Street Food",2
"German, International, Deli, European",2
"Portuguese, Cafe, European, British",2
"Bar, Cafe, European, Pub, Portuguese, Beer restaurants",2
"Spanish, Argentinian, Grill, Southern-Italian",2
"Italian, Pizza, European, Soups, Czech",2
"Mediterranean, Seafood, European, Central Asian",2
"Croatian, Italian, Seafood, Mediterranean, European",2
"French, Bar, Seafood, European, Wine Bar",2
"Healthy, Hawaiian, American",2
"Bar, Pizza, Diner, German",2
"Cafe, International, European, Swedish, Contemporary",2
"Asian, Thai, Vietnamese, Chinese, Fusion",2
"Cafe, Fast food, Mediterranean, Greek, Grill",2
"International, European, Grill, Eastern European, Central European",2
"Japanese, International, Sushi, Asian, Central Asian",2
"French, American, Native American, Central American",2
"Italian, Mediterranean, Barbecue, Healthy, Romana, Lazio, Central-Italian",2
"French, Bar, Cafe, European, Healthy",2
"French, Cafe, Wine Bar, Dining bars, Healthy",2
"Mediterranean, Italian, Pizza, Seafood, European, Sardinian, Southern-Italian",2
"French, Healthy, Gastropub, Steakhouse, Seafood, Pub, Diner",2
"Italian, Street Food, Gastropub",2
"Dutch, European, Scandinavian",2
"Steakhouse, Grill, Pub, Diner, Gastropub, German",2
"French, Steakhouse, Pizza, Barbecue",2
"Italian, Bar, Pizza, Mediterranean, Sicilian, Southern-Italian",2
"Italian, Mediterranean, Pub, Bar",2
"Fusion, Fast food",2
"French, Bar, Cafe, Fast food, Pub, Wine Bar",2
"Pizza, Italian, French, Deli, Healthy",2
"French, Bar, Brew Pub, Pub, Dining bars",2
"Greek, Mediterranean, Pub",2
"Japanese, European, Asian, Central European",2
"Austrian, Gastropub, Central European",2
"Austrian, Bar, Cafe, European, Contemporary, Pub",2
"German, Dutch, Gastropub, International, European, Pub, Diner",2
"Diner, Dutch, European, German",2
"British, French, Bar, Fast food",2
"Italian, Pizza, Mediterranean, Deli, Gastropub",2
"Steakhouse, German, Cafe, Grill, Diner, Barbecue",2
"Sushi, Fusion, Japanese Fusion",2
"Pizza, Mediterranean, Central European",2
"European, Grill, Contemporary",2
"Bar, British, Pub, Italian, Pizza",2
"International, Wine Bar, French, European, British",2
"Caribbean, Latin, Mediterranean, Spanish, Cuban",2
"European, French, Brew Pub, Bar, Mediterranean",2
"Pizza, Pub, Gastropub, French",2
"Bar, British, Grill, Pub, Diner, European, Dutch",2
"Deli, Asian",2
"European, Central European, German, Seafood, International",2
"Indian, Cajun & Creole, Healthy",2
"Italian, Pizza, Diner, Central-Italian",2
"Dutch, International, European, Pub, Street Food",2
"German, Deli, Contemporary, Diner",2
"Deli, Mediterranean, Spanish, Wine Bar",2
"French, European, Dutch, International",2
"Cafe, French, Austrian, European",2
"Mediterranean, Asian, Greek, European",2
"Belgian, Dutch, Mediterranean, European",2
"Bar, Venezuelan, South American",2
"Brew Pub, Bar, Spanish, Pub, Wine Bar, Dining bars",2
"French, American, German, British, Middle Eastern, Persian",2
"German, Fast food, Greek, Middle Eastern, Arabic",2
"Italian, Cafe, Mediterranean, Central European, European",2
"Healthy, American, Fast food, Barbecue, Street Food",2
"Barbecue, European, Turkish, Grill, Soups, Albanian",2
"Mediterranean, Healthy, Street Food, Lebanese, Middle Eastern, Israeli",2
"French, Belgian, Bar, Barbecue, European, Pub, Central European",2
"Sushi, Thai, Diner, Soups, Asian, Chinese, Japanese, Vietnamese",2
"Bar, Seafood, Mediterranean, European, Portuguese, Grill",2
"Italian, Steakhouse, Mediterranean, Sicilian, Southern-Italian",2
"European, Danish, Seafood, Scandinavian",2
"French, British, Wine Bar, Gastropub",2
"Belgian, European, Central European, Bar",2
"Italian, French, Pizza, Cafe, Barbecue, Grill",2
"Belgian, European, French, Contemporary",2
"Grill, Street Food, Mexican, Latin, Spanish, South American, Colombian",2
"Italian, Indian, Fast food, European, Turkish, Portuguese",2
"French, Brew Pub, Pizza, Fast food, Wine Bar",2
"Cafe, International, Street Food, Belgian, European",2
"Asian, Chinese, Japanese, Barbecue, Vietnamese",2
"Albanian, European",2
"Mediterranean, Portuguese, European, Gastropub",2
"French, Brew Pub, Bar, Pub, Wine Bar, Beer restaurants",2
"Mexican, American, European, Greek",2
"Asian, Fusion, Japanese, Diner, Soups",2
"Austrian, Brew Pub, Bar, European, Pub, Diner, Soups",2
"German, Bar, Fast food, Barbecue",2
"International, Asian, British",2
"French, Caribbean, Cajun & Creole, Diner, Healthy",2
"Brew Pub, Gastropub, German, European, Grill, Central European",2
"International, Greek, Grill, European, Central European",2
"French, Tuscan, Sicilian, Central-Italian, Southern-Italian",2
"Croatian, Pizza",2
"Steakhouse, French, Gastropub, European",2
"French, European, Italian, Bar, Mediterranean, Spanish, Pub, Portuguese",2
"Italian, American, German, Australian",2
"German, International, Deli, Diner",2
"Brew Pub, Bar, Cafe, Pub, Street Food",2
"French, Dutch, Fast food, European, Street Food",2
"German, Fast food, Barbecue, Street Food",2
"Pizza, Barbecue, European, Soups, Romanian",2
"Mediterranean, Turkish, Contemporary, Healthy",2
"Asian, Tibetan, Deli",2
"French, Cafe, Deli, Wine Bar, Fruit parlours",2
"European, Latvian, Eastern European",2
"Italian, Cafe, Fast food, International, Spanish",2
"Street Food, Italian, Mediterranean, European",2
"Japanese, Sushi, Asian, Deli, Fusion",2
"French, Cafe, Healthy, Mediterranean, Soups",2
"Japanese, American, Steakhouse, Sushi, Asian, Seafood",2
"German, Healthy, Georgian",2
"French, European, Diner, Wine Bar, Swedish",2
"Italian, Brazilian, European, Healthy, Portuguese, South American",2
"Cafe, Mediterranean, Spanish, Grill",2
"Mexican, Latin, Healthy, South American, Dining bars",2
"French, Dutch, Bar",2
"Italian, Mediterranean, European, Romana, Lazio, Central-Italian, Seafood",2
"Healthy, Cafe, European, Contemporary",2
"French, Cafe, International, Street Food, Soups",2
"German, Seafood, Fast food, Diner, Wine Bar",2
"Indian, Mediterranean, Turkish, Tunisian",2
"European, French, Barbecue, Grill",2
"Italian, Mediterranean, Gastropub, Neapolitan, Campania, Southern-Italian",2
"French, Cafe, European, Dutch, International",2
"Bar, Pizza, Cafe, Fast food, Pub, Soups",2
"International, Italian, Mediterranean, Neapolitan, Campania, Southern-Italian",2
"French, European, Healthy, Mediterranean, Contemporary",2
"Contemporary, French, International, Healthy",2
"French, African, Asian, Healthy",2
"Chinese, Middle Eastern, Fujian",2
"Thai, Asian, Healthy, Street Food",2
"Italian, Mediterranean, Lombard, Northern-Italian, Contemporary",2
"International, Street Food, Cafe",2
"African, Seafood, Barbecue, Gastropub, Pub",2
"American, German, Fast food, European, Diner",2
"Mediterranean, Barbecue, Sardinian, Southern-Italian",2
"Cafe, German, Diner, Soups",2
"French, Grill, Mediterranean, European",2
"African, Moroccan, Mediterranean, Turkish, Street Food, Arabic",2
"Asian, Thai, Vietnamese, Japanese",2
"Pizza, Fast food, Healthy, Street Food",2
"Caribbean, Latin, Cafe, Spanish",2
"Steakhouse, Mediterranean, Greek, Fast food, Barbecue",2
"Mexican, American, Latin, Spanish, South American, Dining bars",2
"Austrian, Central European, European, Pub, Diner, Soups",2
"French, Seafood, European, Swedish",2
"Pizza, Seafood, Diner, Sicilian, Southern-Italian",2
"American, German, Pub, Gastropub",2
"German, Bar, Pub, Dining bars, Beer restaurants, European, Central European",2
"Italian, European, Bar, Seafood, Mediterranean, Diner",2
"Asian, Chinese, Indian, Malaysian",2
"German, Mediterranean, Contemporary, Cafe",2
"Italian, Pizza, Barbecue, Spanish",2
"French, Healthy, American, Cafe, Soups",2
"Pizza, Seafood, Italian, Tuscan, Central-Italian",2
"American, Turkish, Middle Eastern, Pakistani",2
"Mediterranean, Italian, Campania, Southern-Italian",2
